case         ; tech              ; techapp.score ; techapp.profile 
arbaminch2   ; conventional.sewer   ;    0.83917 ; odor = 1 ,  precov = 0.5 ,  waterreq = 0.108 ,  energyreq = 0.914 ,  concrete = 1 ,  omreq = 1 ,  lifetime = 1 ,  area = 1 ,  access = 1 ,  slope = 0.92385 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 0.8 ,  orgcapacity = 0.291 ,  relconstraints = 0.802 ,  popdensity = 0.927 
arbaminch2   ; dry.toilet           ;    0.83609 ; odor = 0.33 ,  precov = 0.5 ,  normexp = 0.50306 ,  waterreq = 1 ,  concrete = 1 ,  lifetime = 1 ,  flooding = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.7 ,  relconstraints = 1 
arbaminch2   ; single.pit           ;    0.82759 ; odor = 0.33 ,  precov = 0.5 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 1 ,  lifetime = 0.82433 ,  climate = 1 ,  flooding = 0 ,  area = 0.86142 ,  access = 0.697 ,  slope = 0.9347 ,  soil = 0.547 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.685 ,  relconstraints = 1 
arbaminch3   ; biogas.combustion    ;    0.99584 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 1 ,  lifetime = 0.93336 ,  flooding = 1 ,  area = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 
arbaminch3   ; irrigation           ;    0.97452 ; odor = 0.67 ,  precov = 1 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 1 ,  lifetime = 0.92233 ,  flooding = 1 ,  area = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 
arbaminch3   ; gsap                 ;    0.94452 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.755 ,  lifetime = 1 ,  climate = 1 ,  flooding = 1 ,  area = 0.881 ,  access = 1 ,  slope = 0.60093 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.598 ,  relconstraints = 1 
arbaminch3   ; pour.flush           ;    0.94142 ; odor = 1 ,  precov = 1 ,  normexp = 0.67098 ,  waterreq = 1 ,  concrete = 1 ,  lifetime = 1 ,  flooding = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.626 
arbaminch3   ; cocomposting         ;    0.94045 ; odor = 1 ,  energyrecov = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.742 ,  lifetime = 1 ,  temp = 1 ,  flooding = 1 ,  area = 0.56 ,  access = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.388 ,  relconstraints = 1 
arbaminch3   ; vertical.gardens     ;    0.93364 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 1 ,  lifetime = 0.97275 ,  flooding = 1 ,  area = 0.127 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.8385 
arbaminch3   ; application.compost  ;    0.92337 ; odor = 1 ,  precov = 0 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 1 ,  lifetime = 0.91688 ,  flooding = 1 ,  area = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.857 
arbaminch3   ; dehydration.vault    ;    0.91776 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.746 ,  lifetime = 1 ,  climate = 1 ,  flooding = 1 ,  area = 0.44945 ,  access = 1 ,  slope = 0.62042 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.846 ,  relconstraints = 0.611 
arbaminch3   ; urinal               ;    0.91728 ; odor = 0.67 ,  precov = 0.5 ,  normexp = 0.83731 ,  waterreq = 1 ,  concrete = 1 ,  lifetime = 1 ,  flooding = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 1 
arbaminch3   ; simplified.sewer     ;    0.90446 ; odor = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  omreq = 0.7405 ,  lifetime = 1 ,  area = 1 ,  access = 1 ,  slope = 0.9683 ,  excavation = 0.501 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 0.8 ,  orgcapacity = 0.759 ,  relconstraints = 0.674 ,  popdensity = 0.933 
arbaminch3   ; hf.constructed.wetland ;    0.89715 ; odor = 1 ,  energyrecov = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.7505 ,  lifetime = 1 ,  temp = 0.98475 ,  flooding = 1 ,  area = 0.574 ,  access = 1 ,  slope = 0.19 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.513 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.725 
arbaminch3   ; urine.storage.tank   ;     0.8962 ; odor = 0.67 ,  precov = 0 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.499 ,  lifetime = 0.92381 ,  climate = 1 ,  flooding = 1 ,  area = 0.96137 ,  access = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.766 
arbaminch3   ; cistern.flush        ;    0.89594 ; odor = 1 ,  precov = 1 ,  normexp = 0.83632 ,  waterreq = 0.213 ,  concrete = 1 ,  lifetime = 1 ,  flooding = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.702 
arbaminch3   ; motorized.transport  ;    0.89431 ; odor = 0.67 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  omreq = 0.7535 ,  lifetime = 1 ,  area = 1 ,  access = 1 ,  slope = 0.50532 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.4215 ,  relconstraints = 0.853 ,  popdensity = 1 
arbaminch3   ; application.urine    ;    0.89086 ; odor = 0.33 ,  precov = 0 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 1 ,  lifetime = 0.92373 ,  flooding = 1 ,  area = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 
arbaminch3   ; septic.tank          ;    0.88555 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.745 ,  lifetime = 1 ,  climate = 1 ,  flooding = 0.7445 ,  area = 0.563 ,  access = 0.702 ,  slope = 0.59595 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.504 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.742 
arbaminch3   ; soak.pit             ;    0.88364 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 1 ,  lifetime = 1 ,  flooding = 0.519 ,  area = 0.89 ,  slope = 0.60129 ,  soil = 0.904 ,  groundwater = 1 ,  excavation = 0.506 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.718 
arbaminch3   ; humanpowered.transport ;    0.87915 ; odor = 0.67 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  omreq = 0.7505 ,  lifetime = 0.33452 ,  area = 1 ,  access = 1 ,  slope = 0.50047 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.69 ,  popdensity = 1 
arbaminch3   ; dry.toilet           ;    0.87751 ; odor = 0.33 ,  precov = 1 ,  normexp = 0.49014 ,  waterreq = 1 ,  concrete = 1 ,  lifetime = 1 ,  flooding = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.71 ,  relconstraints = 1 
arbaminch3   ; double.pit           ;    0.87623 ; odor = 1 ,  precov = 1 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.745 ,  lifetime = 0.89843 ,  climate = 1 ,  flooding = 0.492 ,  area = 0.73511 ,  access = 1 ,  slope = 0.6077 ,  soil = 0.558 ,  groundwater = 1 ,  excavation = 0.51 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.8545 ,  relconstraints = 1 
arbaminch3   ; uddt                 ;    0.87218 ; odor = 1 ,  precov = 0.5 ,  normexp = 0.51462 ,  waterreq = 1 ,  concrete = 1 ,  lifetime = 1 ,  flooding = 0.7535 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.698 ,  relconstraints = 1 
arbaminch3   ; abr                  ;    0.86838 ; odor = 1 ,  energyrecov = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.746 ,  lifetime = 1 ,  temp = 1 ,  flooding = 0.7505 ,  area = 0.352 ,  access = 0.701 ,  slope = 0.59339 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.511 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.7495 ,  relconstraints = 0.701 
arbaminch3   ; solidsfree.sewer     ;    0.86714 ; odor = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  omreq = 0.749 ,  lifetime = 1 ,  area = 0.284 ,  access = 1 ,  slope = 0.97742 ,  excavation = 0.534 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 0.8 ,  orgcapacity = 0.759 ,  relconstraints = 0.693 ,  popdensity = 0.945 
arbaminch3   ; terra.preta          ;    0.86166 ; odor = 1 ,  precov = 0 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.487 ,  lifetime = 1 ,  climate = 1 ,  flooding = 0.7465 ,  area = 0.885 ,  access = 1 ,  slope = 0.60086 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.524 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.8515 
arbaminch3   ; fossa.alterna        ;    0.86105 ; odor = 1 ,  precov = 0.5 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.74 ,  lifetime = 1 ,  climate = 1 ,  flooding = 0.7535 ,  area = 0.71739 ,  access = 1 ,  slope = 0.6007 ,  soil = 0.567 ,  groundwater = 1 ,  excavation = 0.503 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.8545 ,  relconstraints = 0.846 
arbaminch3   ; vf.constructed.wetland ;    0.85952 ; odor = 1 ,  energyrecov = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 0.78 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.483 ,  lifetime = 1 ,  temp = 1 ,  flooding = 1 ,  area = 0.565 ,  access = 1 ,  slope = 0.197 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.513 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.6565 ,  relconstraints = 0.715 
arbaminch3   ; wsp                  ;    0.85295 ; odor = 1 ,  energyrecov = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.7475 ,  lifetime = 1 ,  temp = 1 ,  flooding = 1 ,  area = 0.54 ,  access = 0.705 ,  slope = 0.182 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.503 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.3915 ,  relconstraints = 0.696 
arbaminch3   ; conventional.sewer   ;    0.84115 ; odor = 1 ,  precov = 1 ,  waterreq = 0.19 ,  energyreq = 0.892 ,  concrete = 1 ,  omreq = 1 ,  lifetime = 1 ,  area = 1 ,  access = 1 ,  slope = 0.96552 ,  excavation = 0.529 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 0.8 ,  orgcapacity = 0.289 ,  relconstraints = 0.696 ,  popdensity = 0.938 
arbaminch3   ; drying.bed           ;    0.84059 ; odor = 0.67 ,  energyrecov = 1 ,  precov = 1 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 1 ,  lifetime = 1 ,  temp = 0.98687 ,  flooding = 1 ,  area = 0.123 ,  access = 0.691 ,  slope = 0.208 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.49 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.324 ,  relconstraints = 1 
arbaminch3   ; single.pit           ;    0.83089 ; odor = 0.33 ,  precov = 1 ,  drinkexp = 1 ,  waterreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 1 ,  lifetime = 0.84854 ,  climate = 1 ,  flooding = 0.499 ,  area = 0.71231 ,  access = 0.704 ,  slope = 0.61191 ,  soil = 0.552 ,  groundwater = 1 ,  excavation = 0.486 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.705 ,  relconstraints = 1 
arbaminch3   ; biogas.reactor       ;    0.83009 ; odor = 1 ,  energyrecov = 0 ,  precov = 0 ,  waterreq = 1 ,  energyreq = 1 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.456 ,  lifetime = 1 ,  temp = 1 ,  flooding = 1 ,  area = 0.363 ,  access = 1 ,  slope = 1 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.734 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 1 ,  relconstraints = 0.709 
arbaminch3   ; struvite.production  ;    0.79519 ; odor = 1 ,  precov = 0 ,  drinkexp = 1 ,  concrete = 1 ,  chemical = 0.224 ,  lifetime = 0.93795 ,  flooding = 1 ,  area = 0.577 ,  slope = 0.58866 ,  soil = 1 ,  groundwater = 1 ,  excavation = 1 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 1 ,  orgcapacity = 0.3955 
arbaminch3   ; uasb                 ;    0.72251 ; odor = 0.67 ,  energyrecov = 0 ,  precov = 0 ,  waterreq = 1 ,  energyreq = 0.795 ,  concrete = 1 ,  chemical = 1 ,  omreq = 0.7415 ,  lifetime = 1 ,  temp = 0.817 ,  flooding = 1 ,  area = 0.326 ,  access = 0.694 ,  slope = 0.60863 ,  soil = 1 ,  groundwater = 1 ,  excavation = 0.479 ,  constrskill = 1 ,  designskill = 1 ,  omskill = 0.8 ,  orgcapacity = 0.274 ,  relconstraints = 0.69 
